190	62
190	61
188	60
186	60
184	59
182	58
179	57
177	57
176	56
174	56
173	55
172	55
171	55
170	54
169	54
168	53
167	53
166	53
164	53
163	53
161	52
159	52
157	52
157	51
155	51
154	51
153	51
153	50
151	50
149	49
149	48
148	48
146	48
145	48
144	48
143	47
142	47
141	47
140	47
139	47
139	46
138	46
137	46
136	46
134	46
131	46
129	45
127	45
125	45
124	45
122	45
121	45
120	45
118	45
117	45
116	45
115	45
114	45
112	45
111	45
109	45
106	45
104	45
102	45
100	45
98	45
95	44
93	44
91	44
90	44
89	44
88	43
87	43
86	43
85	43
82	42
80	42
78	42
76	42
74	41
71	41
68	40
67	40
65	40
64	40
63	40
62	40
61	40
60	40
59	40
58	40
55	40
54	40
52	40
50	40
49	40
48	40
48	41
47	41
46	42
44	43
44	44
42	44
42	45
41	45
41	46
40	47
38	48
37	49
36	50
35	51
34	52
34	53
33	54
32	54
32	55
31	55
31	56
30	57
29	57
29	58
28	58
28	59
27	60
26	61
25	61
25	62
24	62
24	63
23	64
23	65
22	65
21	66
21	67
21	68
20	68
20	69
20	70
20	71
20	72
20	74
20	75
20	76
20	77
20	78
20	79
20	80
21	81
22	82
22	83
22	84
22	85
23	86
23	87
23	88
23	89
23	90
23	91
23	92
23	93
23	94
22	96
22	97
21	98
21	99
21	100
20	100
20	101
20	102
19	103
18	105
18	106
17	107
17	108
17	109
16	109
16	110
15	110
15	111
15	112
14	112
14	113
14	114
14	115
14	116
13	117
13	118
13	119
13	120
13	121
13	122
13	123
13	124
13	125
13	126
13	127
13	128
13	129
13	130
13	131
13	132
13	133
13	134
13	135
13	136
13	137
12	138
12	139
12	140
12	141
11	142
11	143
11	144
11	145
11	146
10	146
10	147
10	148
10	149
10	150
10	151
9	152
8	153
8	154
7	154
7	155
6	156
5	156
5	157
5	158
5	159
5	160
5	161
5	162
5	163
5	164
5	165
5	166
5	167
5	168
5	169
6	169
6	170
6	171
6	172
6	173
7	173
7	175
7	176
7	177
8	178
8	179
9	180
9	181
10	181
10	182
10	183
11	184
12	184
12	185
13	185
13	186
13	187
14	187
15	188
16	188
17	188
18	188
19	188
20	188
21	188
23	188
24	189
26	189
27	190
28	190
30	190
31	190
32	190
33	190
34	190
36	190
37	191
39	192
40	192
41	192
43	193
44	194
45	194
46	194
47	194
47	195
48	195
49	196
50	197
51	198
52	199
53	200
54	200
54	201
55	201
56	201
56	202
57	202
58	203
58	204
59	204
60	204
60	205
61	205
62	205
63	205
63	206
64	206
64	207
65	207
66	207
67	207
67	208
68	208
70	208
71	209
72	209
73	209
74	209
75	209
76	209
77	209
78	209
79	209
80	209
80	210
81	210
84	210
85	211
87	211
89	212
90	212
91	212
92	213
93	213
94	213
95	213
96	213
96	214
97	214
98	214
99	214
100	215
101	215
102	215
103	215
104	215
105	214
106	213
107	212
108	211
110	210
111	209
112	209
114	208
114	207
115	207
116	206
117	206
117	205
118	204
119	203
120	203
123	202
125	202
126	202
128	202
129	202
130	202
131	202
132	202
132	201
133	201
134	201
135	201
138	201
140	201
142	201
144	201
146	201
149	201
150	201
151	201
152	200
153	199
153	198
155	198
155	197
157	197
159	195
160	194
162	194
163	194
164	193
164	192
165	192
166	192
166	191
167	191
168	191
168	190
169	190
170	190
171	190
172	190
173	190
175	190
177	190
179	190
180	190
182	190
183	190
184	190
185	190
187	190
189	190
191	190
193	190
195	190
197	190
198	190
199	190
200	190
201	190
202	190
202	189
203	188
205	187
207	186
208	185
209	185
210	184
210	183
211	183
212	182
213	181
214	180
214	179
215	179
216	178
217	177
217	176
218	176
219	175
219	174
220	174
221	173
221	172
222	172
223	172
223	171
224	170
224	169
225	169
226	168
227	167
227	166
227	165
228	165
228	164
229	164
230	163
230	162
230	161
230	160
230	159
230	158
230	157
231	156
231	155
231	154
232	153
232	152
233	152
233	151
234	151
234	150
234	149
235	148
235	147
236	146
236	145
236	144
237	144
237	142
238	141
238	140
239	139
239	138
239	137
240	137
240	136
240	135
240	134
240	133
240	131
240	129
240	126
239	124
238	122
238	120
237	117
236	116
236	115
236	114
235	114
235	113
234	113
234	112
233	111
232	110
231	109
230	108
229	108
229	107
228	107
227	106
227	105
226	105
226	104
225	104
224	103
224	102
223	102
223	101
222	100
222	99
221	98
220	98
220	97
219	97
219	96
218	95
217	94
217	93
217	92
217	91
217	90
216	89
216	88
216	87
216	86
215	85
215	84
214	83
213	83
213	82
211	81
210	80
210	79
209	79
208	78
207	77
207	76
206	76
205	75
204	74
203	73
203	72
202	72
202	71
201	71
201	70
200	69
200	68
199	68
198	66
198	65
197	64
196	62
195	62
195	61
194	61
193	60
193	59
