 	Label	ID	TRACK_ID	QUALITY	POSITION_X	POSITION_Y	POSITION_Z	POSITION_T	FRAME	RADIUS	VISIBILITY	MANUAL_COLOR	MEAN_INTENSITY	MEDIAN_INTENSITY	MIN_INTENSITY	MAX_INTENSITY	TOTAL_INTENSITY	STANDARD_DEVIATION	ESTIMATED_DIAMETER	CONTRAST	SNR
312	ID1562	1562	11	88.899	189.834	6.344	0	155	155	2.500	1	-10921639	246.351	150	31	1044	9115	258.756	2.000	0.533	0.662
313	ID1565	1565	12	69.533	438.270	245.183	0	156	156	2.500	1	-10921639	212.351	133	54	966	7857	203.568	2.000	0.406	0.603
314	ID1567	1567	12	84.553	438.120	235.685	0	157	157	2.500	1	-10921639	249.703	146	45	1096	9239	249.532	2.000	0.439	0.611
315	ID1569	1569	12	88.098	438.092	226.105	0	158	158	2.500	1	-10921639	249.189	150	54	1230	9220	254.234	2.000	0.454	0.612
316	ID1571	1571	12	120.627	437.950	216.593	0	159	159	2.500	1	-10921639	343.297	168	87	1584	12702	367.050	2.000	0.457	0.587
317	ID1573	1573	12	102.239	437.870	206.976	0	160	160	2.500	1	-10921639	279.892	172	64	1405	10356	295.923	2.000	0.477	0.611
318	ID1574	1574	12	104.900	437.771	197.436	0	161	161	2.500	1	-10921639	301.892	155	69	1324	11170	325.127	2.000	0.464	0.589
319	ID1577	1577	12	117.394	437.705	187.926	0	162	162	2.500	1	-10921639	320.865	170	94	1627	11872	355.483	2.000	0.459	0.568
320	ID1578	1578	12	102.522	437.630	178.330	0	163	163	2.500	1	-10921639	291.568	159	74	1297	10788	316.719	2.000	0.467	0.586
321	ID1581	1581	12	117.625	437.543	168.807	0	164	164	2.500	1	-10921639	332.108	175	59	1538	12288	367.412	2.000	0.467	0.576
322	ID1583	1583	12	130.364	437.454	159.233	0	165	165	2.500	1	-10921639	357.486	173	55	1743	13227	412.534	2.000	0.480	0.562
323	ID1585	1585	12	96.516	437.387	149.642	0	166	166	2.500	1	-10921639	267.135	135	41	1340	9884	308.563	2.000	0.461	0.547
324	ID1587	1587	12	76.379	437.296	140.098	0	167	167	2.500	1	-10921639	211.784	127	48	1092	7836	230.488	2.000	0.450	0.570
325	ID1589	1589	12	87.072	437.254	130.598	0	168	168	2.500	1	-10921639	244.568	127	53	1183	9049	269.677	2.000	0.455	0.567
326	ID1591	1591	12	89.177	437.158	120.985	0	169	169	2.500	1	-10921639	241.054	122	51	1232	8919	257.819	2.000	0.486	0.612
327	ID1592	1592	12	93.984	437.115	111.429	0	170	170	2.500	1	-10921639	266.541	141	57	1249	9862	284.450	2.000	0.473	0.602
328	ID1595	1595	12	99.369	437.031	101.914	0	171	171	2.500	1	-10921639	265.054	153	65	1475	9807	290.918	2.000	0.479	0.590
329	ID1596	1596	12	94.881	437.003	92.313	0	172	172	2.500	1	-10921639	271.676	152	61	1226	10052	277.895	2.000	0.456	0.612
330	ID1599	1599	12	89.016	436.897	82.825	0	173	173	2.500	1	-10921639	241.811	136	54	1257	8947	261.844	2.000	0.470	0.591
331	ID1601	1601	12	73.841	436.850	73.239	0	174	174	2.500	1	-10921639	201.514	116	43	935	7456	217.408	2.000	0.486	0.607
332	ID1603	1603	12	60.585	436.765	63.745	0	175	175	2.500	1	-10921639	173.216	102	32	749	6409	180.219	2.000	0.447	0.594
333	ID1605	1605	12	68.557	436.732	54.140	0	176	176	2.500	1	-10921639	194.865	122	48	934	7210	202.149	2.000	0.470	0.616
334	ID1607	1607	12	83.065	436.586	44.577	0	177	177	2.500	1	-10921639	245.622	127	51	1066	9088	261.944	2.000	0.442	0.575
335	ID1609	1609	12	82.912	436.563	35.079	0	178	178	2.500	1	-10921639	237.270	139	49	1039	8779	249.427	2.000	0.485	0.622
336	ID1610	1610	12	85.659	436.498	25.526	0	179	179	2.500	1	-10921639	250.973	146	28	1082	9286	283.622	2.000	0.442	0.542
337	ID1613	1613	12	76.166	436.355	15.968	0	180	180	2.500	1	-10921639	221.351	126	49	1020	8190	224.385	2.000	0.463	0.625
338	ID1615	1615	12	58.173	436.266	6.427	0	181	181	2.500	1	-10921639	173.892	94	32	763	6434	177.487	2.000	0.434	0.593
339	ID1564	1564	13	78.219	182.379	245.509	0	156	156	2.500	1	-10921639	202.432	88	27	966	7490	257.189	2.000	0.564	0.568
340	ID1566	1566	13	110.522	182.192	235.980	0	157	157	2.500	1	-10921639	258.135	114	37	1534	9551	331.162	2.000	0.580	0.572
341	ID1568	1568	13	103.141	182.137	226.423	0	158	158	2.500	1	-10921639	247.838	105	29	1315	9170	325.430	2.000	0.578	0.558
342	ID1570	1570	13	125.794	182.043	216.893	0	159	159	2.500	1	-10921639	290.919	132	49	1744	10764	372.844	2.000	0.596	0.582
343	ID1572	1572	13	119.419	181.943	207.252	0	160	160	2.500	1	-10921639	278.351	120	44	1563	10299	360.564	2.000	0.586	0.570
344	ID1575	1575	13	107.521	181.847	197.761	0	161	161	2.500	1	-10921639	255.000	116	38	1338	9435	322.302	2.000	0.603	0.595
345	ID1576	1576	13	145.144	181.748	188.156	0	162	162	2.500	1	-10921639	338.324	153	46	1840	12518	439.805	2.000	0.591	0.572
346	ID1579	1579	13	115.705	181.675	178.613	0	163	163	2.500	1	-10921639	283.378	110	39	1457	10485	367.247	2.000	0.580	0.567
347	ID1580	1580	13	149.481	181.606	169.075	0	164	164	2.500	1	-10921639	352.784	147	51	1777	13053	457.896	2.000	0.640	0.602
348	ID1582	1582	13	154.934	181.477	159.510	0	165	165	2.500	1	-10921639	393.135	144	39	1800	14546	516.578	2.000	0.576	0.556
349	ID1584	1584	13	114.371	181.447	149.945	0	166	166	2.500	1	-10921639	279.297	127	40	1533	10334	356.318	2.000	0.551	0.557
350	ID1586	1586	13	109.986	181.366	140.333	0	167	167	2.500	1	-10921639	266.324	93	41	1395	9854	348.505	2.000	0.596	0.571
351	ID1588	1588	13	107.214	181.271	130.821	0	168	168	2.500	1	-10921639	257.784	111	27	1326	9538	323.220	2.000	0.564	0.575
352	ID1590	1590	13	133.628	181.201	121.197	0	169	169	2.500	1	-10921639	316.892	136	33	1729	11725	400.274	2.000	0.602	0.595
353	ID1593	1593	13	120.889	181.142	111.691	0	170	170	2.500	1	-10921639	287.378	114	33	1635	10633	369.429	2.000	0.570	0.565
354	ID1594	1594	13	126.856	181.058	102.084	0	171	171	2.500	1	-10921639	299.432	144	37	1584	11079	368.644	2.000	0.583	0.598
355	ID1597	1597	13	133.614	181.013	92.574	0	172	172	2.500	1	-10921639	336.000	153	36	1640	12432	405.767	2.000	0.543	0.583
356	ID1598	1598	13	98.532	180.949	82.992	0	173	173	2.500	1	-10921639	235.811	104	32	1327	8725	287.722	2.000	0.557	0.586
357	ID1600	1600	13	104.613	180.842	73.386	0	174	174	2.500	1	-10921639	261.730	138	45	1249	9684	318.755	2.000	0.601	0.616
358	ID1602	1602	13	105.532	180.831	63.875	0	175	175	2.500	1	-10921639	254.784	109	34	1346	9427	311.323	2.000	0.564	0.590
359	ID1604	1604	13	91.453	180.739	54.252	0	176	176	2.500	1	-10921639	231.486	117	32	1078	8565	274.071	2.000	0.570	0.614
360	ID1606	1606	13	85.848	180.665	44.719	0	177	177	2.500	1	-10921639	219.865	107	25	1036	8135	262.391	2.000	0.540	0.588
361	ID1608	1608	13	87.958	180.616	35.178	0	178	178	2.500	1	-10921639	230.811	114	30	994	8540	264.738	2.000	0.571	0.634
362	ID1611	1611	13	98.374	180.509	25.563	0	179	179	2.500	1	-10921639	272.865	156	16	1178	10096	312.514	2.000	0.528	0.603
363	ID1612	1612	13	81.464	180.412	16.057	0	180	180	2.500	1	-10921639	215.649	101	22	1043	7979	246.068	2.000	0.532	0.608
364	ID1614	1614	13	86.897	180.356	6.481	0	181	181	2.500	1	-10921639	248.351	130	32	1088	9189	269.599	2.000	0.516	0.627
365	ID1617	1617	14	95.859	172.879	245.614	0	182	182	2.500	1	-10921639	237.784	119	35	1214	8798	297.287	2.000	0.589	0.593
366	ID1618	1618	14	97.226	172.783	236.092	0	183	183	2.500	1	-10921639	233.541	97	35	1328	8641	292.097	2.000	0.558	0.573
367	ID1621	1621	14	88.536	172.658	226.547	0	184	184	2.500	1	-10921639	224.486	90	40	1058	8306	282.434	2.000	0.594	0.593
368	ID1622	1622	14	96.634	172.513	216.960	0	185	185	2.500	1	-10921639	234.919	106	33	1277	8692	308.735	2.000	0.589	0.564
369	ID1624	1624	14	110.312	172.457	207.342	0	186	186	2.500	1	-10921639	271.973	111	29	1412	10063	358.171	2.000	0.585	0.560
370	ID1626	1626	14	115.832	172.318	197.823	0	187	187	2.500	1	-10921639	275.811	105	30	1454	10205	355.734	2.000	0.586	0.573
371	ID1628	1628	14	128.022	172.246	188.267	0	188	188	2.500	1	-10921639	298.595	110	42	1611	11048	393.264	2.000	0.585	0.560
372	ID1631	1631	14	143.749	172.143	178.736	0	189	189	2.500	1	-10921639	325.108	118	41	1898	12029	439.646	2.000	0.628	0.570
373	ID1632	1632	14	133.190	172.078	169.150	0	190	190	2.500	1	-10921639	309.108	130	42	1784	11437	394.081	2.000	0.587	0.580
374	ID1635	1635	14	126.468	172.013	159.651	0	191	191	2.500	1	-10921639	297.757	125	33	1629	11017	387.095	2.000	0.590	0.571
375	ID1636	1636	14	87.831	171.936	150.055	0	192	192	2.500	1	-10921639	201.459	91	25	1205	7454	261.588	2.000	0.608	0.582
376	ID1638	1638	14	119.421	171.873	140.469	0	193	193	2.500	1	-10921639	291.459	117	48	1492	10784	376.342	2.000	0.585	0.572
377	ID1640	1640	14	97.848	171.752	130.874	0	194	194	2.500	1	-10921639	230.000	96	29	1302	8510	296.565	2.000	0.601	0.583
378	ID1642	1642	14	102.379	171.691	121.273	0	195	195	2.500	1	-10921639	252.811	118	38	1286	9354	313.545	2.000	0.592	0.600
379	ID1645	1645	14	121.782	171.644	111.767	0	196	196	2.500	1	-10921639	298.297	117	32	1539	11037	376.531	2.000	0.585	0.585
380	ID1646	1646	14	103.345	171.539	102.189	0	197	197	2.500	1	-10921639	260.324	111	44	1225	9632	321.925	2.000	0.578	0.593
381	ID1651	1651	14	113.120	171.510	92.575	0	198	198	2.500	1	-10921639	295.730	132	34	1389	10942	369.437	2.000	0.534	0.558
382	ID1648	1648	14	103.204	171.420	83.026	0	199	199	2.500	1	-10921639	256.432	120	28	1327	9488	317.183	2.000	0.575	0.590
383	ID1652	1652	14	94.761	171.413	73.491	0	200	200	2.500	1	-10921639	252.784	114	26	1179	9353	301.712	2.000	0.566	0.605
384	ID1654	1654	14	87.259	171.258	63.858	0	201	201	2.500	1	-10921639	215.432	98	24	1132	7971	260.688	2.000	0.554	0.590
385	ID1656	1656	14	121.088	171.221	54.313	0	202	202	2.500	1	-10921639	309.270	170	34	1435	11443	361.508	2.000	0.579	0.627
386	ID1658	1658	14	141.312	171.141	44.807	0	203	203	2.500	1	-10921639	355.649	183	33	1870	13159	413.552	2.000	0.523	0.591
387	ID1660	1660	14	91.035	171.069	35.249	0	204	204	2.500	1	-10921639	230.568	137	31	1150	8531	268.186	2.000	0.579	0.630
388	ID1662	1662	14	127.210	171.011	25.702	0	205	205	2.500	1	-10921639	312.757	149	25	1670	11572	377.299	2.000	0.569	0.601
389	ID1664	1664	14	103.620	170.899	16.104	0	206	206	2.500	1	-10921639	267.108	150	28	1242	9883	293.813	2.000	0.564	0.656
390	ID1667	1667	14	95.761	170.841	6.587	0	207	207	2.500	1	-10921639	254.730	159	12	1188	9425	289.263	2.000	0.498	0.586
391	ID1616	1616	15	56.900	428.834	245.258	0	182	182	2.500	1	-10921639	178.243	107	44	735	6595	164.611	2.000	0.403	0.622
392	ID1619	1619	15	87.442	428.700	235.774	0	183	183	2.500	1	-10921639	255.459	160	63	1138	9452	261.307	2.000	0.453	0.610
393	ID1620	1620	15	72.514	428.600	226.213	0	184	184	2.500	1	-10921639	214.541	132	55	912	7938	219.151	2.000	0.441	0.600
394	ID1623	1623	15	86.043	428.476	216.671	0	185	185	2.500	1	-10921639	257.108	141	64	1099	9513	269.134	2.000	0.436	0.581
395	ID1625	1625	15	105.605	428.370	207.093	0	186	186	2.500	1	-10921639	295.189	148	63	1436	10922	321.095	2.000	0.461	0.580
396	ID1627	1627	15	93.937	428.301	197.543	0	187	187	2.500	1	-10921639	267.541	149	52	1261	9899	296.871	2.000	0.460	0.568
397	ID1629	1629	15	113.521	428.188	188.010	0	188	188	2.500	1	-10921639	297.108	153	71	1595	10993	335.995	2.000	0.491	0.583
398	ID1630	1630	15	120.600	428.108	178.455	0	189	189	2.500	1	-10921639	330.973	169	65	1614	12246	373.879	2.000	0.488	0.580
399	ID1633	1633	15	116.112	428.041	168.940	0	190	190	2.500	1	-10921639	304.000	170	66	1678	11248	340.068	2.000	0.480	0.580
400	ID1634	1634	15	113.309	427.992	159.330	0	191	191	2.500	1	-10921639	293.216	147	56	1586	10849	350.015	2.000	0.502	0.560
401	ID1637	1637	15	109.272	427.930	149.837	0	192	192	2.500	1	-10921639	279.432	147	55	1626	10339	327.889	2.000	0.503	0.570
402	ID1639	1639	15	101.115	427.856	140.212	0	193	193	2.500	1	-10921639	270.216	151	60	1390	9998	301.600	2.000	0.489	0.589
403	ID1641	1641	15	93.047	427.765	130.675	0	194	194	2.500	1	-10921639	258.730	136	50	1243	9573	283.752	2.000	0.470	0.583
404	ID1643	1643	15	99.810	427.704	121.091	0	195	195	2.500	1	-10921639	274.784	164	60	1371	10167	297.193	2.000	0.477	0.597
405	ID1644	1644	15	107.587	427.620	111.483	0	196	196	2.500	1	-10921639	312.730	173	76	1338	11571	342.703	2.000	0.469	0.582
406	ID1647	1647	15	117.978	427.559	102.000	0	197	197	2.500	1	-10921639	325.297	171	76	1567	12036	365.176	2.000	0.472	0.571
407	ID1650	1650	15	105.954	427.498	92.402	0	198	198	2.500	1	-10921639	295.811	146	51	1336	10945	343.933	2.000	0.482	0.559
408	ID1649	1649	15	107.031	427.387	82.852	0	199	199	2.500	1	-10921639	307.135	172	68	1380	11364	320.694	2.000	0.461	0.604
409	ID1653	1653	15	70.785	427.322	73.288	0	200	200	2.500	1	-10921639	203.649	117	38	903	7535	216.205	2.000	0.458	0.592
410	ID1655	1655	15	77.981	427.264	63.736	0	201	201	2.500	1	-10921639	220.270	115	40	1054	8150	235.435	2.000	0.441	0.573
411	ID1657	1657	15	72.653	427.221	54.154	0	202	202	2.500	1	-10921639	203.622	118	48	1061	7534	215.853	2.000	0.452	0.587
412	ID1659	1659	15	93.947	427.126	44.670	0	203	203	2.500	1	-10921639	273.649	164	62	1234	10125	276.214	2.000	0.418	0.584
413	ID1661	1661	15	114.883	427.040	35.111	0	204	204	2.500	1	-10921639	319.243	177	71	1631	11812	333.184	2.000	0.465	0.609
414	ID1663	1663	15	74.294	426.966	25.551	0	205	205	2.500	1	-10921639	213.865	124	25	978	7913	226.790	2.000	0.445	0.581
415	ID1665	1665	15	83.753	426.886	16.033	0	206	206	2.500	1	-10921639	227.324	122	44	1153	8411	242.413	2.000	0.478	0.606
416	ID1666	1666	15	71.651	426.826	6.448	0	207	207	2.500	1	-10921639	218.784	126	50	922	8095	215.226	2.000	0.454	0.634
417	ID1669	1669	16	107.122	163.357	245.654	0	208	208	2.500	1	-10921639	275.108	126	47	1355	10179	334.278	2.000	0.546	0.581
418	ID1670	1670	16	97.805	163.199	236.101	0	209	209	2.500	1	-10921639	224.378	80	29	1331	8302	296.194	2.000	0.591	0.563
419	ID1675	1675	16	109.283	163.116	226.578	0	210	210	2.500	1	-10921639	266.324	122	37	1428	9854	341.448	2.000	0.584	0.575
420	ID1672	1672	16	124.979	163.031	217.056	0	211	211	2.500	1	-10921639	279.622	125	36	1678	10346	370.050	2.000	0.618	0.577
421	ID1676	1676	16	97.960	162.882	207.443	0	212	212	2.500	1	-10921639	235.703	88	24	1194	8721	309.214	2.000	0.576	0.557
422	ID1678	1678	16	94.418	162.830	197.938	0	213	213	2.500	1	-10921639	220.270	89	35	1229	8150	280.262	2.000	0.580	0.577
423	ID1680	1680	16	123.577	162.755	188.296	0	214	214	2.500	1	-10921639	294.541	120	29	1511	10898	379.518	2.000	0.597	0.580
424	ID1682	1682	16	109.926	162.680	178.817	0	215	215	2.500	1	-10921639	258.919	104	46	1386	9580	337.495	2.000	0.602	0.577
425	ID1684	1684	16	131.174	162.592	169.214	0	216	216	2.500	1	-10921639	322.973	119	56	1556	11950	405.495	2.000	0.578	0.584
426	ID1687	1687	16	134.094	162.493	159.649	0	217	217	2.500	1	-10921639	330.243	138	33	1644	12219	440.162	2.000	0.580	0.551
427	ID1688	1688	16	101.511	162.418	150.041	0	218	218	2.500	1	-10921639	239.811	92	33	1322	8873	319.768	2.000	0.570	0.545
428	ID1692	1692	16	125.279	162.365	140.492	0	219	219	2.500	1	-10921639	316.919	137	49	1587	11726	408.831	2.000	0.565	0.560
429	ID1690	1690	16	144.662	162.266	130.959	0	220	220	2.500	1	-10921639	334.730	138	40	1902	12385	435.084	2.000	0.604	0.579
430	ID1694	1694	16	148.187	162.184	121.348	0	221	221	2.500	1	-10921639	357.108	154	47	1861	13213	456.416	2.000	0.598	0.586
431	ID1696	1696	16	115.533	162.135	111.807	0	222	222	2.500	1	-10921639	273.595	118	35	1550	10123	344.079	2.000	0.571	0.578
432	ID1700	1700	16	123.776	162.075	102.209	0	223	223	2.500	1	-10921639	289.405	139	41	1647	10708	370.923	2.000	0.601	0.586
433	ID1699	1699	16	149.697	161.999	92.681	0	224	224	2.500	1	-10921639	358.351	147	36	1959	13259	450.822	2.000	0.584	0.586
434	ID1702	1702	16	146.183	161.910	83.092	0	225	225	2.500	1	-10921639	352.649	193	51	1821	13048	425.069	2.000	0.587	0.613
435	ID1707	1707	16	135.837	161.819	73.582	0	226	226	2.500	1	-10921639	341.514	163	35	1712	12636	418.196	2.000	0.542	0.574
436	ID1704	1704	16	115.589	161.774	63.979	0	227	227	2.500	1	-10921639	287.919	136	33	1381	10653	337.708	2.000	0.564	0.615
437	ID1708	1708	16	133.361	161.650	54.352	0	228	228	2.500	1	-10921639	356.216	186	60	1546	13180	406.205	2.000	0.561	0.630
438	ID1710	1710	16	125.530	161.626	44.900	0	229	229	2.500	1	-10921639	321.811	154	33	1482	11907	373.189	2.000	0.566	0.624
439	ID1712	1712	16	85.315	161.563	35.369	0	230	230	2.500	1	-10921639	233.189	114	34	946	8628	265.694	2.000	0.542	0.617
440	ID1714	1714	16	107.027	161.488	25.724	0	231	231	2.500	1	-10921639	287.459	143	25	1323	10636	332.538	2.000	0.525	0.595
441	ID1716	1716	16	94.602	161.414	16.266	0	232	232	2.500	1	-10921639	257.703	128	29	1096	9535	286.650	2.000	0.529	0.622
442	ID1718	1718	16	109.838	161.371	6.657	0	233	233	2.500	1	-10921639	296.730	159	20	1410	10979	335.726	2.000	0.509	0.596
443	ID1668	1668	17	70.423	419.338	245.299	0	208	208	2.500	1	-10921639	208.081	119	49	945	7699	214.734	2.000	0.429	0.582
444	ID1671	1671	17	100.080	419.193	235.834	0	209	209	2.500	1	-10921639	282.324	161	70	1341	10446	293.343	2.000	0.459	0.606
445	ID1674	1674	17	94.802	419.104	226.254	0	210	210	2.500	1	-10921639	268.486	152	67	1385	9934	281.253	2.000	0.447	0.590
446	ID1673	1673	17	107.571	418.993	216.715	0	211	211	2.500	1	-10921639	295.811	168	64	1490	10945	320.644	2.000	0.477	0.596
447	ID1677	1677	17	94.327	418.910	207.167	0	212	212	2.500	1	-10921639	255.973	143	54	1350	9471	278.489	2.000	0.468	0.586
448	ID1679	1679	17	95.545	418.795	197.621	0	213	213	2.500	1	-10921639	262.865	144	60	1317	9726	297.391	2.000	0.460	0.557
449	ID1681	1681	17	114.552	418.740	188.063	0	214	214	2.500	1	-10921639	312.189	171	85	1625	11551	343.439	2.000	0.453	0.567
450	ID1683	1683	17	116.000	418.655	178.548	0	215	215	2.500	1	-10921639	319.919	171	62	1488	11837	372.247	2.000	0.484	0.561
451	ID1685	1685	17	119.637	418.602	168.964	0	216	216	2.500	1	-10921639	325.541	186	61	1668	12045	368.181	2.000	0.487	0.579
452	ID1686	1686	17	103.936	418.478	159.408	0	217	217	2.500	1	-10921639	297.432	151	61	1250	11005	338.484	2.000	0.464	0.557
453	ID1689	1689	17	88.235	418.401	149.798	0	218	218	2.500	1	-10921639	246.919	133	53	1215	9136	272.353	2.000	0.446	0.559
454	ID1693	1693	17	96.305	418.366	140.264	0	219	219	2.500	1	-10921639	273.135	160	58	1350	10106	296.125	2.000	0.455	0.577
455	ID1691	1691	17	125.861	418.272	130.733	0	220	220	2.500	1	-10921639	336.838	172	63	1661	12463	383.831	2.000	0.492	0.579
456	ID1695	1695	17	98.849	418.185	121.161	0	221	221	2.500	1	-10921639	269.811	137	69	1343	9983	292.685	2.000	0.471	0.591
457	ID1697	1697	17	111.305	418.152	111.615	0	222	222	2.500	1	-10921639	297.703	153	51	1544	11015	347.176	2.000	0.476	0.553
458	ID1701	1701	17	111.845	418.051	102.064	0	223	223	2.500	1	-10921639	300.135	174	74	1588	11105	326.733	2.000	0.476	0.592
459	ID1698	1698	17	106.145	418.019	92.466	0	224	224	2.500	1	-10921639	296.568	180	47	1439	10973	328.006	2.000	0.488	0.593
460	ID1703	1703	17	102.099	417.925	82.920	0	225	225	2.500	1	-10921639	278.811	153	62	1471	10316	297.185	2.000	0.478	0.607
461	ID1706	1706	17	82.074	417.803	73.322	0	226	226	2.500	1	-10921639	225.486	125	58	1092	8343	250.898	2.000	0.493	0.594
462	ID1705	1705	17	84.841	417.791	63.834	0	227	227	2.500	1	-10921639	233.946	132	51	1285	8656	254.800	2.000	0.452	0.572
463	ID1709	1709	17	118.902	417.682	54.225	0	228	228	2.500	1	-10921639	344.703	222	78	1474	12754	352.267	2.000	0.457	0.614
464	ID1711	1711	17	106.920	417.624	44.748	0	229	229	2.500	1	-10921639	310.405	169	56	1320	11485	322.530	2.000	0.454	0.601
465	ID1713	1713	17	98.580	417.496	35.209	0	230	230	2.500	1	-10921639	296.216	177	70	1254	10960	305.629	2.000	0.436	0.589
466	ID1715	1715	17	73.511	417.506	25.666	0	231	231	2.500	1	-10921639	211.676	109	35	927	7832	232.489	2.000	0.471	0.583
467	ID1717	1717	17	67.294	417.426	16.090	0	232	232	2.500	1	-10921639	197.595	122	38	897	7311	202.587	2.000	0.453	0.608
468	ID1719	1719	17	72.612	417.289	6.602	0	233	233	2.500	1	-10921639	213.676	127	27	911	7906	222.559	2.000	0.442	0.589
469	ID1720	1720	18	92.084	409.835	245.429	0	234	234	2.500	1	-10921639	288.568	167	62	1194	10677	271.580	2.000	0.415	0.623
470	ID1727	1727	18	92.787	409.721	235.959	0	235	235	2.500	1	-10921639	275.000	171	62	1221	10175	268.314	2.000	0.438	0.624
471	ID1722	1722	18	86.940	409.537	226.369	0	236	236	2.500	1	-10921639	270.432	158	49	1058	10006	267.618	2.000	0.431	0.609
472	ID1725	1725	18	92.592	409.510	216.864	0	237	237	2.500	1	-10921639	280.243	161	70	1217	10369	282.482	2.000	0.444	0.610
473	ID1728	1728	18	110.934	409.403	207.304	0	238	238	2.500	1	-10921639	325.324	179	71	1419	12037	342.786	2.000	0.444	0.584
474	ID1733	1733	18	105.045	409.303	197.762	0	239	239	2.500	1	-10921639	297.946	159	60	1426	11024	317.601	2.000	0.442	0.575
475	ID1731	1731	18	96.921	409.202	188.192	0	240	240	2.500	1	-10921639	265.243	134	40	1326	9814	287.046	2.000	0.484	0.603
476	ID1737	1737	18	116.763	409.103	178.698	0	241	241	2.500	1	-10921639	313.351	152	56	1597	11594	353.000	2.000	0.481	0.576
477	ID1735	1735	18	95.398	409.072	169.044	0	242	242	2.500	1	-10921639	250.108	131	63	1422	9254	282.691	2.000	0.475	0.569
478	ID1739	1739	18	99.771	409.007	159.558	0	243	243	2.500	1	-10921639	270.486	140	69	1341	10008	309.854	2.000	0.476	0.563
479	ID1741	1741	18	106.485	408.957	149.941	0	244	244	2.500	1	-10921639	276.081	166	67	1564	10215	317.649	2.000	0.470	0.556
480	ID1742	1742	18	117.044	408.829	140.386	0	245	245	2.500	1	-10921639	315.892	160	66	1517	11688	359.720	2.000	0.494	0.581
481	ID1745	1745	18	123.427	408.795	130.869	0	246	246	2.500	1	-10921639	328.378	177	74	1691	12150	365.323	2.000	0.481	0.584
482	ID1746	1746	18	117.078	408.717	121.239	0	247	247	2.500	1	-10921639	318.622	190	64	1594	11789	356.624	2.000	0.488	0.586
483	ID1749	1749	18	118.236	408.652	111.711	0	248	248	2.500	1	-10921639	338.108	175	65	1620	12510	360.918	2.000	0.464	0.594
484	ID1751	1751	18	125.429	408.602	102.185	0	249	249	2.500	1	-10921639	350.676	174	85	1671	12975	384.337	2.000	0.466	0.580
485	ID1753	1753	18	84.694	408.504	92.547	0	250	250	2.500	1	-10921639	247.351	129	34	1066	9152	274.943	2.000	0.457	0.565
486	ID1755	1755	18	71.683	408.429	82.991	0	251	251	2.500	1	-10921639	207.432	125	55	920	7675	216.776	2.000	0.441	0.586
487	ID1756	1756	18	82.974	408.420	73.470	0	252	252	2.500	1	-10921639	247.946	150	54	1026	9174	264.667	2.000	0.458	0.588
488	ID1759	1759	18	88.877	408.272	63.955	0	253	253	2.500	1	-10921639	242.649	123	53	1199	8978	262.964	2.000	0.458	0.580
489	ID1760	1760	18	105.556	408.158	54.378	0	254	254	2.500	1	-10921639	299.622	164	65	1351	11086	317.902	2.000	0.475	0.607
490	ID1763	1763	18	94.975	408.087	44.851	0	255	255	2.500	1	-10921639	262.378	149	48	1330	9708	275.567	2.000	0.469	0.608
491	ID1765	1765	18	96.750	408.101	35.277	0	256	256	2.500	1	-10921639	280.405	179	72	1249	10375	282.506	2.000	0.458	0.623
492	ID1767	1767	18	73.034	407.995	25.730	0	257	257	2.500	1	-10921639	207.432	115	36	990	7675	212.323	2.000	0.441	0.598
493	ID1769	1769	18	66.328	407.925	16.182	0	258	258	2.500	1	-10921639	195.378	119	42	906	7229	190.225	2.000	0.444	0.631
494	ID1771	1771	18	82.418	407.872	6.677	0	259	259	2.500	1	-10921639	248.595	147	48	1105	9198	243.185	2.000	0.416	0.600
495	ID1721	1721	19	123.875	153.835	245.752	0	234	234	2.500	1	-10921639	300.541	137	48	1600	11120	374.006	2.000	0.573	0.585
496	ID1726	1726	19	78.329	153.719	236.249	0	235	235	2.500	1	-10921639	186.486	74	19	994	6900	242.999	2.000	0.578	0.562
497	ID1723	1723	19	96.553	153.610	226.682	0	236	236	2.500	1	-10921639	241.405	104	37	1161	8932	304.188	2.000	0.596	0.593
498	ID1724	1724	19	119.996	153.494	217.109	0	237	237	2.500	1	-10921639	292.459	120	32	1515	10821	379.126	2.000	0.585	0.569
499	ID1729	1729	19	102.891	153.414	207.546	0	238	238	2.500	1	-10921639	254.811	97	37	1299	9428	340.397	2.000	0.587	0.554
500	ID1732	1732	19	129.114	153.262	198.040	0	239	239	2.500	1	-10921639	298.784	112	45	1735	11055	391.752	2.000	0.598	0.571
501	ID1730	1730	19	143.182	153.228	188.427	0	240	240	2.500	1	-10921639	342.216	121	46	1827	12662	455.226	2.000	0.588	0.557
502	ID1736	1736	19	111.166	153.102	178.905	0	241	241	2.500	1	-10921639	254.946	110	33	1390	9433	328.684	2.000	0.618	0.593
503	ID1734	1734	19	99.978	153.055	169.305	0	242	242	2.500	1	-10921639	234.919	93	32	1290	8692	303.028	2.000	0.602	0.582
504	ID1738	1738	19	103.066	153.003	159.804	0	243	243	2.500	1	-10921639	240.946	89	40	1363	8915	305.963	2.000	0.585	0.581
505	ID1740	1740	19	122.890	152.952	150.146	0	244	244	2.500	1	-10921639	282.541	123	51	1593	10454	367.317	2.000	0.584	0.567
