 	Label	ID	TRACK_ID	QUALITY	POSITION_X	POSITION_Y	POSITION_Z	POSITION_T	FRAME	RADIUS	VISIBILITY	MANUAL_COLOR	MEAN_INTENSITY	MEDIAN_INTENSITY	MIN_INTENSITY	MAX_INTENSITY	TOTAL_INTENSITY	STANDARD_DEVIATION	ESTIMATED_DIAMETER	CONTRAST	SNR
506	ID1743	1743	19	145.652	152.829	140.658	0	245	245	2.500	1	-10921639	346.108	138	38	1807	12806	445.377	2.000	0.591	0.577
507	ID1744	1744	19	125.104	152.796	131.036	0	246	246	2.500	1	-10921639	290.432	119	39	1599	10746	371.025	2.000	0.607	0.591
508	ID1747	1747	19	132.995	152.663	121.519	0	247	247	2.500	1	-10921639	335.946	147	33	1604	12430	432.030	2.000	0.567	0.563
509	ID1748	1748	19	142.204	152.646	111.927	0	248	248	2.500	1	-10921639	341.730	137	48	1839	12644	435.796	2.000	0.571	0.570
510	ID1750	1750	19	138.181	152.559	102.397	0	249	249	2.500	1	-10921639	353.514	140	52	1581	13080	441.479	2.000	0.582	0.589
511	ID1752	1752	19	124.144	152.484	92.797	0	250	250	2.500	1	-10921639	308.946	121	18	1571	11431	392.536	2.000	0.568	0.570
512	ID1754	1754	19	102.959	152.463	83.245	0	251	251	2.500	1	-10921639	264.541	125	41	1243	9788	322.313	2.000	0.565	0.593
513	ID1757	1757	19	111.620	152.349	73.667	0	252	252	2.500	1	-10921639	279.892	115	21	1440	10356	347.311	2.000	0.559	0.578
514	ID1758	1758	19	131.750	152.239	64.104	0	253	253	2.500	1	-10921639	327.459	154	41	1676	12116	385.893	2.000	0.557	0.607
515	ID1761	1761	19	104.225	152.159	54.538	0	254	254	2.500	1	-10921639	259.081	133	18	1347	9586	327.905	2.000	0.546	0.558
516	ID1762	1762	19	146.052	152.109	45.022	0	255	255	2.500	1	-10921639	356.459	186	40	1839	13189	419.830	2.000	0.567	0.614
517	ID1764	1764	19	110.624	152.061	35.419	0	256	256	2.500	1	-10921639	293.189	156	46	1331	10848	329.887	2.000	0.553	0.633
518	ID1766	1766	19	120.449	151.944	25.864	0	257	257	2.500	1	-10921639	299.432	136	29	1553	11079	347.677	2.000	0.552	0.613
519	ID1768	1768	19	108.797	151.858	16.296	0	258	258	2.500	1	-10921639	284.405	157	23	1213	10523	317.259	2.000	0.568	0.649
520	ID1770	1770	19	103.621	151.845	6.810	0	259	259	2.500	1	-10921639	276.405	157	19	1224	10227	297.389	2.000	0.507	0.625
521	ID1773	1773	20	79.572	400.335	245.502	0	260	260	2.500	1	-10921639	251.135	145	59	978	9292	245.101	2.000	0.429	0.615
522	ID1775	1775	20	115.902	400.205	236.022	0	261	261	2.500	1	-10921639	328.649	190	48	1512	12160	336.135	2.000	0.462	0.618
523	ID1776	1776	20	106.851	400.084	226.486	0	262	262	2.500	1	-10921639	311.135	153	72	1396	11512	328.952	2.000	0.441	0.579
524	ID1779	1779	20	123.839	399.967	216.996	0	263	263	2.500	1	-10921639	334.432	207	73	1754	12374	360.182	2.000	0.478	0.601
525	ID1780	1780	20	112.791	399.913	207.354	0	264	264	2.500	1	-10921639	316.135	179	75	1571	11697	340.134	2.000	0.453	0.580
526	ID1783	1783	20	113.020	399.798	197.926	0	265	265	2.500	1	-10921639	299.486	171	59	1656	11081	338.849	2.000	0.497	0.587
527	ID1784	1784	20	99.616	399.720	188.276	0	266	266	2.500	1	-10921639	279.811	156	74	1353	10353	301.193	2.000	0.468	0.593
528	ID1787	1787	20	94.551	399.595	178.762	0	267	267	2.500	1	-10921639	263.027	142	60	1296	9732	296.527	2.000	0.458	0.557
529	ID1789	1789	20	107.563	399.585	169.190	0	268	268	2.500	1	-10921639	292.297	151	72	1468	10815	336.655	2.000	0.487	0.569
530	ID1793	1793	20	79.125	399.488	159.609	0	269	269	2.500	1	-10921639	231.865	121	51	985	8579	255.379	2.000	0.434	0.550
531	ID1791	1791	20	119.322	399.459	150.033	0	270	270	2.500	1	-10921639	337.892	177	82	1543	12502	362.994	2.000	0.463	0.589
532	ID1795	1795	20	108.555	399.404	140.496	0	271	271	2.500	1	-10921639	316.000	163	73	1313	11692	346.892	2.000	0.445	0.561
533	ID1797	1797	20	114.291	399.295	130.972	0	272	272	2.500	1	-10921639	309.757	165	67	1531	11461	337.940	2.000	0.476	0.591
534	ID1800	1800	20	114.832	399.228	121.422	0	273	273	2.500	1	-10921639	320.649	158	69	1453	11864	355.399	2.000	0.483	0.588
535	ID1799	1799	20	114.120	399.118	111.910	0	274	274	2.500	1	-10921639	304.514	161	65	1660	11267	336.498	2.000	0.484	0.591
536	ID1802	1802	20	78.957	399.118	102.270	0	275	275	2.500	1	-10921639	218.811	122	50	1057	8096	235.764	2.000	0.476	0.598
537	ID1807	1807	20	92.174	398.995	92.737	0	276	276	2.500	1	-10921639	253.676	136	47	1305	9386	274.208	2.000	0.464	0.586
538	ID1805	1805	20	80.656	398.954	83.194	0	277	277	2.500	1	-10921639	225.243	136	55	1105	8334	234.074	2.000	0.464	0.610
539	ID1811	1811	20	76.397	398.895	73.683	0	278	278	2.500	1	-10921639	214.486	111	42	1048	7936	229.102	2.000	0.444	0.576
540	ID1809	1809	20	94.248	398.819	64.091	0	279	279	2.500	1	-10921639	269.811	178	57	1283	9983	271.090	2.000	0.462	0.629
541	ID1813	1813	20	89.415	398.762	54.590	0	280	280	2.500	1	-10921639	259.108	145	36	1176	9587	274.599	2.000	0.445	0.581
542	ID1815	1815	20	87.153	398.666	45.052	0	281	281	2.500	1	-10921639	252.568	142	64	1162	9345	258.359	2.000	0.440	0.598
543	ID1816	1816	20	80.299	398.476	35.433	0	282	282	2.500	1	-10921639	249.432	135	60	978	9229	254.195	2.000	0.449	0.608
544	ID1819	1819	20	70.404	398.499	25.878	0	283	283	2.500	1	-10921639	205.649	116	37	938	7609	219.272	2.000	0.455	0.587
545	ID1821	1821	20	70.050	398.431	16.300	0	284	284	2.500	1	-10921639	208.757	122	51	887	7724	213.560	2.000	0.448	0.605
546	ID1825	1825	20	83.136	398.300	6.786	0	285	285	2.500	1	-10921639	237.486	156	42	1128	8787	249.980	2.000	0.435	0.576
547	ID1772	1772	21	104.514	144.297	245.844	0	260	260	2.500	1	-10921639	259.297	115	38	1347	9594	313.851	2.000	0.580	0.606
548	ID1774	1774	21	88.148	144.205	236.316	0	261	261	2.500	1	-10921639	211.838	84	28	1237	7838	276.470	2.000	0.554	0.546
549	ID1777	1777	21	101.184	144.111	226.806	0	262	262	2.500	1	-10921639	237.459	100	37	1356	8786	306.101	2.000	0.577	0.567
550	ID1778	1778	21	119.621	143.965	217.239	0	263	263	2.500	1	-10921639	275.568	123	35	1522	10196	360.710	2.000	0.596	0.571
551	ID1781	1781	21	106.526	143.887	207.686	0	264	264	2.500	1	-10921639	257.378	114	34	1400	9523	323.298	2.000	0.567	0.576
552	ID1782	1782	21	97.170	143.802	198.135	0	265	265	2.500	1	-10921639	224.595	96	32	1264	8310	293.354	2.000	0.605	0.577
553	ID1785	1785	21	87.130	143.649	188.562	0	266	266	2.500	1	-10921639	215.054	78	22	1112	7957	281.704	2.000	0.592	0.568
554	ID1786	1786	21	106.293	143.615	179.008	0	267	267	2.500	1	-10921639	254.892	109	42	1383	9431	327.288	2.000	0.584	0.574
555	ID1788	1788	21	105.163	143.528	169.459	0	268	268	2.500	1	-10921639	264.459	100	33	1219	9785	349.793	2.000	0.590	0.561
556	ID1792	1792	21	111.177	143.476	159.882	0	269	269	2.500	1	-10921639	275.351	117	36	1416	10188	347.643	2.000	0.565	0.572
557	ID1790	1790	21	120.471	143.416	150.241	0	270	270	2.500	1	-10921639	294.459	113	43	1477	10895	376.433	2.000	0.591	0.581
558	ID1794	1794	21	130.888	143.349	140.749	0	271	271	2.500	1	-10921639	315.297	130	46	1707	11666	408.298	2.000	0.584	0.569
559	ID1796	1796	21	108.224	143.260	131.155	0	272	272	2.500	1	-10921639	253.757	94	38	1402	9389	329.434	2.000	0.594	0.574
560	ID1801	1801	21	115.087	143.226	121.626	0	273	273	2.500	1	-10921639	277.784	114	29	1531	10278	358.442	2.000	0.574	0.565
561	ID1798	1798	21	149.912	143.123	112.015	0	274	274	2.500	1	-10921639	356.081	148	50	1833	13175	434.364	2.000	0.589	0.608
562	ID1803	1803	21	111.586	143.088	102.533	0	275	275	2.500	1	-10921639	271.189	130	22	1480	10034	350.044	2.000	0.568	0.562
563	ID1806	1806	21	114.866	143.019	92.918	0	276	276	2.500	1	-10921639	271.622	129	38	1484	10050	335.031	2.000	0.585	0.598
564	ID1804	1804	21	102.296	142.869	83.374	0	277	277	2.500	1	-10921639	252.324	147	42	1281	9336	316.875	2.000	0.587	0.589
565	ID1810	1810	21	131.530	142.881	73.842	0	278	278	2.500	1	-10921639	322.514	149	51	1711	11933	384.603	2.000	0.537	0.586
566	ID1808	1808	21	115.395	142.797	64.244	0	279	279	2.500	1	-10921639	296.946	167	33	1454	10987	341.691	2.000	0.561	0.625
567	ID1812	1812	21	114.958	142.700	54.692	0	280	280	2.500	1	-10921639	293.892	148	23	1411	10874	350.276	2.000	0.537	0.586
568	ID1814	1814	21	123.912	142.630	45.134	0	281	281	2.500	1	-10921639	320.514	162	30	1505	11859	372.190	2.000	0.551	0.612
569	ID1817	1817	21	100.685	142.529	35.542	0	282	282	2.500	1	-10921639	274.757	138	27	1285	10166	326.614	2.000	0.521	0.576
570	ID1818	1818	21	121.676	142.489	26.003	0	283	283	2.500	1	-10921639	323.405	175	33	1430	11966	368.529	2.000	0.547	0.621
571	ID1820	1820	21	104.756	142.414	16.469	0	284	284	2.500	1	-10921639	292.135	156	43	1234	10809	326.787	2.000	0.555	0.638
572	ID1824	1824	21	108.671	142.335	6.903	0	285	285	2.500	1	-10921639	280.324	152	21	1396	10372	323.985	2.000	0.536	0.604
573	ID1823	1823	22	94.325	390.857	245.617	0	286	286	2.500	1	-10921639	296.243	180	71	1155	10961	271.876	2.000	0.412	0.635
574	ID1827	1827	22	110.958	390.815	236.097	0	287	287	2.500	1	-10921639	322.865	191	76	1456	11946	315.782	2.000	0.462	0.647
575	ID1829	1829	22	86.780	390.639	226.577	0	288	288	2.500	1	-10921639	264.081	142	45	1056	9771	267.719	2.000	0.452	0.615
576	ID1831	1831	22	86.086	390.550	217.030	0	289	289	2.500	1	-10921639	248.568	142	64	1169	9197	265.261	2.000	0.450	0.582
577	ID1832	1832	22	84.882	390.422	207.486	0	290	290	2.500	1	-10921639	255.324	126	45	1023	9447	271.436	2.000	0.448	0.582
578	ID1835	1835	22	105.173	390.330	197.927	0	291	291	2.500	1	-10921639	297.243	168	77	1444	10998	314.813	2.000	0.458	0.593
579	ID1836	1836	22	91.299	390.263	188.378	0	292	292	2.500	1	-10921639	255.649	138	55	1250	9459	283.650	2.000	0.483	0.587
580	ID1839	1839	22	101.834	390.187	178.869	0	293	293	2.500	1	-10921639	265.703	132	50	1435	9831	305.555	2.000	0.488	0.570
581	ID1840	1840	22	120.625	390.076	169.269	0	294	294	2.500	1	-10921639	314.216	164	75	1693	11626	367.864	2.000	0.492	0.564
582	ID1843	1843	22	129.649	390.045	159.785	0	295	295	2.500	1	-10921639	354.189	193	88	1734	13105	378.290	2.000	0.468	0.597
583	ID1845	1845	22	100.422	389.957	150.160	0	296	296	2.500	1	-10921639	273.297	155	72	1393	10112	293.032	2.000	0.465	0.592
584	ID1847	1847	22	117.855	389.890	140.618	0	297	297	2.500	1	-10921639	320.757	169	66	1619	11868	362.130	2.000	0.480	0.575
585	ID1849	1849	22	116.068	389.827	131.076	0	298	298	2.500	1	-10921639	307.459	164	72	1627	11376	343.316	2.000	0.498	0.596
586	ID1850	1850	22	96.171	389.761	121.461	0	299	299	2.500	1	-10921639	275.919	154	59	1270	10209	299.488	2.000	0.473	0.592
587	ID1853	1853	22	93.104	389.663	112.004	0	300	300	2.500	1	-10921639	254.135	134	62	1230	9403	280.588	2.000	0.474	0.583
588	ID1854	1854	22	79.824	389.613	102.467	0	301	301	2.500	1	-10921639	234.865	126	60	963	8690	252.109	2.000	0.474	0.599
589	ID1857	1857	22	80.270	389.550	92.893	0	302	302	2.500	1	-10921639	233.432	130	59	1063	8637	244.106	2.000	0.461	0.603
590	ID1858	1858	22	89.684	389.485	83.309	0	303	303	2.500	1	-10921639	261.054	131	62	1130	9659	284.342	2.000	0.462	0.580
591	ID1861	1861	22	88.937	389.409	73.755	0	304	304	2.500	1	-10921639	261.946	152	58	1123	9692	272.970	2.000	0.450	0.596
592	ID1865	1865	22	98.102	389.385	64.263	0	305	305	2.500	1	-10921639	283.432	147	63	1280	10487	299.638	2.000	0.451	0.588
593	ID1863	1863	22	99.419	389.307	54.711	0	306	306	2.500	1	-10921639	295.892	177	63	1265	10948	294.876	2.000	0.432	0.606
594	ID1867	1867	22	91.610	389.201	45.160	0	307	307	2.500	1	-10921639	267.135	160	69	1232	9884	262.810	2.000	0.443	0.625
595	ID1869	1869	22	65.536	389.182	35.620	0	308	308	2.500	1	-10921639	191.054	106	43	825	7069	195.300	2.000	0.439	0.596
596	ID1871	1871	22	93.140	389.058	26.058	0	309	309	2.500	1	-10921639	252.541	142	49	1282	9344	268.487	2.000	0.501	0.628
597	ID1873	1873	22	75.939	389.016	16.556	0	310	310	2.500	1	-10921639	227.270	133	40	1074	8409	230.665	2.000	0.410	0.573
598	ID1875	1875	22	92.150	388.942	7.016	0	311	311	2.500	1	-10921639	263.946	160	43	1318	9766	264.743	2.000	0.439	0.608
599	ID1822	1822	23	86.091	134.840	245.919	0	286	286	2.500	1	-10921639	205.919	95	26	1219	7619	258.539	2.000	0.561	0.572
600	ID1826	1826	23	111.609	134.807	236.380	0	287	287	2.500	1	-10921639	270.541	106	23	1421	10010	349.250	2.000	0.562	0.557
601	ID1828	1828	23	106.870	134.612	226.895	0	288	288	2.500	1	-10921639	263.649	115	44	1316	9755	327.460	2.000	0.563	0.580
602	ID1830	1830	23	105.823	134.505	217.306	0	289	289	2.500	1	-10921639	265.784	93	33	1295	9834	340.327	2.000	0.571	0.568
603	ID1833	1833	23	79.463	134.429	207.762	0	290	290	2.500	1	-10921639	198.351	81	31	974	7339	247.587	2.000	0.566	0.579
604	ID1834	1834	23	107.171	134.346	198.194	0	291	291	2.500	1	-10921639	254.297	102	39	1401	9409	333.454	2.000	0.589	0.565
605	ID1837	1837	23	112.031	134.213	188.620	0	292	292	2.500	1	-10921639	269.459	109	40	1498	9970	351.459	2.000	0.578	0.562
606	ID1838	1838	23	110.444	134.153	179.116	0	293	293	2.500	1	-10921639	256.730	110	46	1426	9499	328.771	2.000	0.590	0.580
607	ID1841	1841	23	101.664	134.082	169.557	0	294	294	2.500	1	-10921639	243.432	91	25	1306	9007	317.502	2.000	0.608	0.580
608	ID1842	1842	23	131.253	134.026	160.015	0	295	295	2.500	1	-10921639	301.757	129	48	1788	11165	387.764	2.000	0.593	0.579
609	ID1844	1844	23	109.185	133.938	150.357	0	296	296	2.500	1	-10921639	261.676	120	51	1470	9682	337.791	2.000	0.591	0.576
610	ID1846	1846	23	119.303	133.873	140.839	0	297	297	2.500	1	-10921639	279.378	123	36	1581	10337	355.857	2.000	0.584	0.579
611	ID1848	1848	23	129.429	133.805	131.313	0	298	298	2.500	1	-10921639	315.162	143	45	1560	11661	390.677	2.000	0.584	0.595
612	ID1851	1851	23	112.569	133.765	121.732	0	299	299	2.500	1	-10921639	273.378	128	26	1440	10115	341.396	2.000	0.574	0.584
613	ID1852	1852	23	121.901	133.687	112.151	0	300	300	2.500	1	-10921639	294.622	129	36	1560	10901	370.120	2.000	0.600	0.597
614	ID1855	1855	23	72.244	133.564	102.646	0	301	301	2.500	1	-10921639	188.730	82	13	932	6983	229.785	2.000	0.543	0.578
615	ID1856	1856	23	109.899	133.508	93.073	0	302	302	2.500	1	-10921639	276.405	110	28	1336	10227	342.404	2.000	0.578	0.591
616	ID1859	1859	23	145.077	133.487	83.482	0	303	303	2.500	1	-10921639	388.351	148	62	1706	14369	472.831	2.000	0.560	0.589
617	ID1860	1860	23	98.658	133.371	73.964	0	304	304	2.500	1	-10921639	244.595	103	30	1237	9050	297.921	2.000	0.564	0.592
618	ID1864	1864	23	97.726	133.343	64.420	0	305	305	2.500	1	-10921639	251.000	109	36	1183	9287	306.244	2.000	0.599	0.614
619	ID1862	1862	23	138.940	133.257	54.845	0	306	306	2.500	1	-10921639	346.405	153	41	1729	12817	408.044	2.000	0.573	0.619
620	ID1866	1866	23	89.746	133.155	45.281	0	307	307	2.500	1	-10921639	229.378	121	35	1130	8487	266.957	2.000	0.569	0.623
621	ID1868	1868	23	86.120	133.095	35.770	0	308	308	2.500	1	-10921639	216.811	104	17	1182	8022	254.974	2.000	0.530	0.589
622	ID1870	1870	23	106.135	133.070	26.176	0	309	309	2.500	1	-10921639	270.703	156	39	1299	10016	305.563	2.000	0.558	0.635
623	ID1872	1872	23	106.678	132.991	16.667	0	310	310	2.500	1	-10921639	279.946	151	24	1338	10358	314.165	2.000	0.507	0.600
624	ID1874	1874	23	123.122	132.941	7.086	0	311	311	2.500	1	-10921639	324.541	186	36	1496	12008	346.513	2.000	0.528	0.648
625	ID1877	1877	24	67.359	381.481	245.811	0	312	312	2.500	1	-10921639	209.946	125	39	842	7768	202.993	2.000	0.431	0.623
626	ID1878	1878	24	82.964	381.341	236.300	0	313	313	2.500	1	-10921639	250.297	136	49	1101	9261	252.127	2.000	0.410	0.577
627	ID1881	1881	24	88.710	381.258	226.769	0	314	314	2.500	1	-10921639	255.162	149	58	1162	9441	264.936	2.000	0.427	0.576
628	ID1883	1883	24	90.894	381.140	217.163	0	315	315	2.500	1	-10921639	260.000	155	47	1199	9620	261.138	2.000	0.455	0.623
629	ID1885	1885	24	82.734	380.996	207.680	0	316	316	2.500	1	-10921639	229.135	125	44	1192	8478	251.395	2.000	0.471	0.584
630	ID1887	1887	24	102.005	380.933	198.080	0	317	317	2.500	1	-10921639	275.595	145	73	1483	10197	299.109	2.000	0.472	0.591
631	ID1889	1889	24	78.200	380.837	188.572	0	318	318	2.500	1	-10921639	218.811	112	36	1046	8096	241.987	2.000	0.473	0.581
632	ID1891	1891	24	102.048	380.774	178.958	0	319	319	2.500	1	-10921639	268.676	146	67	1512	9941	307.517	2.000	0.502	0.584
633	ID1892	1892	24	98.205	380.674	169.412	0	320	320	2.500	1	-10921639	266.514	141	54	1287	9861	312.820	2.000	0.507	0.573
634	ID1895	1895	24	126.753	380.609	159.892	0	321	321	2.500	1	-10921639	339.541	166	83	1743	12563	393.197	2.000	0.481	0.561
635	ID1896	1896	24	112.046	380.503	150.283	0	322	322	2.500	1	-10921639	325.324	175	73	1424	12037	352.820	2.000	0.458	0.580
636	ID1899	1899	24	113.755	380.454	140.759	0	323	323	2.500	1	-10921639	327.378	178	60	1491	12113	352.072	2.000	0.460	0.586
637	ID1901	1901	24	112.186	380.381	131.228	0	324	324	2.500	1	-10921639	321.486	174	83	1465	11895	338.394	2.000	0.457	0.596
638	ID1905	1905	24	111.469	380.292	121.703	0	325	325	2.500	1	-10921639	303.486	149	60	1506	11229	342.386	2.000	0.473	0.569
639	ID1903	1903	24	82.647	380.214	112.122	0	326	326	2.500	1	-10921639	232.027	138	58	1147	8585	242.893	2.000	0.469	0.610
640	ID1907	1907	24	80.873	380.167	102.571	0	327	327	2.500	1	-10921639	228.946	126	43	1117	8471	249.603	2.000	0.453	0.572
641	ID1909	1909	24	77.414	380.105	93.018	0	328	328	2.500	1	-10921639	214.595	125	49	1074	7940	221.885	2.000	0.468	0.617
642	ID1911	1911	24	88.980	380.060	83.502	0	329	329	2.500	1	-10921639	257.486	131	40	1177	9527	275.314	2.000	0.445	0.576
643	ID1913	1913	24	97.600	379.946	73.923	0	330	330	2.500	1	-10921639	275.973	161	62	1356	10211	278.789	2.000	0.449	0.614
644	ID1914	1914	24	93.275	379.883	64.337	0	331	331	2.500	1	-10921639	268.730	163	77	1174	9943	277.302	2.000	0.463	0.613
645	ID1917	1917	24	81.128	379.788	54.796	0	332	332	2.500	1	-10921639	225.919	129	45	1102	8359	240.738	2.000	0.453	0.585
646	ID1921	1921	24	77.101	379.777	45.284	0	333	333	2.500	1	-10921639	233.351	142	63	943	8634	224.865	2.000	0.433	0.627
647	ID1919	1919	24	72.217	379.735	35.771	0	334	334	2.500	1	-10921639	208.351	123	39	952	7709	213.111	2.000	0.438	0.596
648	ID1923	1923	24	88.419	379.592	26.128	0	335	335	2.500	1	-10921639	259.568	155	61	1140	9604	263.597	2.000	0.461	0.621
649	ID1925	1925	24	85.051	379.527	16.722	0	336	336	2.500	1	-10921639	252.081	140	35	1062	9327	259.975	2.000	0.447	0.599
650	ID1927	1927	24	67.029	379.456	7.122	0	337	337	2.500	1	-10921639	195.703	115	37	848	7241	203.666	2.000	0.455	0.601
651	ID1876	1876	25	75.001	125.440	246.088	0	312	312	2.500	1	-10921639	189.946	84	30	974	7028	232.188	2.000	0.551	0.581
652	ID1879	1879	25	87.410	125.257	236.569	0	313	313	2.500	1	-10921639	220.027	100	34	1144	8141	279.399	2.000	0.564	0.568
653	ID1880	1880	25	127.871	125.182	227.035	0	314	314	2.500	1	-10921639	298.676	124	43	1720	11051	381.640	2.000	0.565	0.565
654	ID1882	1882	25	76.476	125.093	217.459	0	315	315	2.500	1	-10921639	187.676	87	23	977	6944	242.673	2.000	0.550	0.549
655	ID1884	1884	25	112.844	124.943	207.904	0	316	316	2.500	1	-10921639	258.243	116	32	1526	9555	336.782	2.000	0.586	0.567
656	ID1886	1886	25	111.521	124.875	198.303	0	317	317	2.500	1	-10921639	261.541	109	26	1483	9677	341.551	2.000	0.599	0.574
657	ID1888	1888	25	104.869	124.860	188.834	0	318	318	2.500	1	-10921639	247.432	104	32	1321	9155	311.363	2.000	0.603	0.598
658	ID1890	1890	25	126.617	124.719	179.192	0	319	319	2.500	1	-10921639	306.486	136	45	1458	11340	382.765	2.000	0.570	0.582
659	ID1893	1893	25	125.080	124.666	169.617	0	320	320	2.500	1	-10921639	304.027	117	39	1536	11249	397.553	2.000	0.603	0.575
660	ID1894	1894	25	126.614	124.570	160.067	0	321	321	2.500	1	-10921639	309.324	126	41	1554	11445	391.479	2.000	0.581	0.581
661	ID1897	1897	25	107.592	124.485	150.483	0	322	322	2.500	1	-10921639	280.892	110	43	1251	10393	358.285	2.000	0.585	0.578
662	ID1898	1898	25	120.014	124.389	140.985	0	323	323	2.500	1	-10921639	289.351	124	39	1627	10706	369.446	2.000	0.579	0.574
663	ID1900	1900	25	139.087	124.373	131.434	0	324	324	2.500	1	-10921639	353.784	153	52	1643	13090	442.335	2.000	0.569	0.580
664	ID1904	1904	25	110.206	124.293	121.881	0	325	325	2.500	1	-10921639	259.270	108	31	1472	9593	337.114	2.000	0.589	0.570
665	ID1902	1902	25	105.898	124.173	112.288	0	326	326	2.500	1	-10921639	260.595	122	37	1358	9642	318.373	2.000	0.587	0.606
666	ID1906	1906	25	100.088	124.121	102.778	0	327	327	2.500	1	-10921639	241.324	100	30	1281	8929	298.568	2.000	0.556	0.578
667	ID1908	1908	25	100.423	124.099	93.153	0	328	328	2.500	1	-10921639	239.081	118	37	1265	8846	295.692	2.000	0.597	0.605
668	ID1910	1910	25	121.367	124.002	83.678	0	329	329	2.500	1	-10921639	303.622	142	27	1550	11234	361.344	2.000	0.540	0.589
669	ID1912	1912	25	139.240	123.895	74.095	0	330	330	2.500	1	-10921639	336.730	162	56	1746	12459	404.664	2.000	0.576	0.608
670	ID1915	1915	25	107.332	123.859	64.533	0	331	331	2.500	1	-10921639	276.324	144	24	1374	10224	332.640	2.000	0.531	0.576
671	ID1916	1916	25	91.444	123.784	54.942	0	332	332	2.500	1	-10921639	232.892	126	22	1115	8617	263.958	2.000	0.548	0.625
672	ID1920	1920	25	103.950	123.702	45.447	0	333	333	2.500	1	-10921639	281.351	137	56	1243	10410	322.258	2.000	0.552	0.621
673	ID1918	1918	25	108.753	123.677	35.900	0	334	334	2.500	1	-10921639	275.595	131	19	1397	10197	322.271	2.000	0.553	0.609
674	ID1922	1922	25	134.057	123.550	26.301	0	335	335	2.500	1	-10921639	362.000	174	49	1525	13394	412.159	2.000	0.554	0.626
675	ID1924	1924	25	93.405	123.492	16.763	0	336	336	2.500	1	-10921639	255.514	130	15	1118	9454	288.759	2.000	0.507	0.596
676	ID1926	1926	25	120.932	123.424	7.226	0	337	337	2.500	1	-10921639	334.324	178	38	1425	12370	362.453	2.000	0.535	0.643
677	ID1929	1929	26	71.749	371.972	245.990	0	338	338	2.500	1	-10921639	220.108	143	60	984	8144	200.040	2.000	0.401	0.630
678	ID1930	1930	26	74.195	371.760	236.473	0	339	339	2.500	1	-10921639	235.162	154	47	906	8701	224.478	2.000	0.411	0.610
679	ID1935	1935	26	84.698	371.750	226.907	0	340	340	2.500	1	-10921639	247.622	151	65	1136	9162	246.933	2.000	0.436	0.609
680	ID1932	1932	26	81.868	371.634	217.367	0	341	341	2.500	1	-10921639	248.135	145	57	1064	9181	251.628	2.000	0.452	0.614
681	ID1937	1937	26	77.294	371.526	207.838	0	342	342	2.500	1	-10921639	234.189	128	54	959	8665	232.901	2.000	0.450	0.624
682	ID1939	1939	26	75.660	371.399	198.250	0	343	343	2.500	1	-10921639	223.351	127	62	976	8264	230.640	2.000	0.447	0.598
683	ID1941	1941	26	90.152	371.311	188.652	0	344	344	2.500	1	-10921639	255.892	139	49	1111	9468	276.228	2.000	0.484	0.605
684	ID1943	1943	26	113.997	371.221	179.153	0	345	345	2.500	1	-10921639	307.243	171	57	1552	11368	340.581	2.000	0.479	0.585
685	ID1945	1945	26	93.940	371.123	169.598	0	346	346	2.500	1	-10921639	253.297	128	49	1244	9372	288.620	2.000	0.504	0.588
686	ID1951	1951	26	110.462	371.047	159.991	0	347	347	2.500	1	-10921639	283.811	158	60	1603	10501	325.789	2.000	0.504	0.584
687	ID1948	1948	26	105.409	370.978	150.453	0	348	348	2.500	1	-10921639	283.703	137	53	1397	10497	329.371	2.000	0.493	0.569
688	ID1953	1953	26	113.098	370.951	140.875	0	349	349	2.500	1	-10921639	299.027	159	72	1562	11064	330.794	2.000	0.465	0.574
689	ID1946	1946	26	100.217	370.884	131.317	0	350	350	2.500	1	-10921639	276.189	145	70	1399	10219	303.329	2.000	0.459	0.573
690	ID1955	1955	26	82.971	370.877	121.810	0	351	351	2.500	1	-10921639	225.784	127	52	1155	8354	244.309	2.000	0.473	0.594
691	ID1957	1957	26	89.318	370.753	112.221	0	352	352	2.500	1	-10921639	252.378	154	60	1181	9338	261.977	2.000	0.472	0.618
692	ID1961	1961	26	88.628	370.660	102.746	0	353	353	2.500	1	-10921639	252.541	146	46	1192	9344	270.223	2.000	0.455	0.585
693	ID1959	1959	26	85.294	370.571	93.164	0	354	354	2.500	1	-10921639	242.649	129	51	1190	8978	265.865	2.000	0.464	0.579
694	ID1963	1963	26	107.117	370.527	83.532	0	355	355	2.500	1	-10921639	326.297	155	62	1265	12073	339.832	2.000	0.443	0.589
695	ID1965	1965	26	65.653	370.432	74.040	0	356	356	2.500	1	-10921639	193.243	108	44	818	7150	197.412	2.000	0.434	0.593
696	ID1966	1966	26	72.567	370.403	64.477	0	357	357	2.500	1	-10921639	227.054	126	59	851	8401	224.404	2.000	0.451	0.629
697	ID1969	1969	26	87.367	370.294	54.919	0	358	358	2.500	1	-10921639	254.676	151	46	1136	9423	254.838	2.000	0.436	0.606
698	ID1970	1970	26	82.301	370.210	45.380	0	359	359	2.500	1	-10921639	239.486	130	60	1044	8861	248.274	2.000	0.448	0.597
699	ID1973	1973	26	90.259	370.145	35.827	0	360	360	2.500	1	-10921639	256.108	149	51	1214	9476	259.666	2.000	0.465	0.626
